Date,Ticker,Close,Volume
1999-01-01,AXISBANK.NS,2.1656811237335205,337500
1999-01-01,BPCL.NS,3.073873996734619,324744
1999-01-01,BRITANNIA.NS,40.8459358215332,42000
1999-01-01,CIPLA.NS,19.42674827575684,108750
1999-01-01,DRREDDY.NS,21.185806274414062,2324000
1999-01-01,EICHERMOT.NS,0.7129110097885132,1000
1999-01-01,HDFCBANK.NS,2.191771507263184,596000
1999-01-01,HINDALCO.NS,33.41090393066406,478175
1999-01-01,HINDUNILVR.NS,90.6869125366211,488500
1999-01-01,INFY.NS,7.067403316497803,2982656
1999-01-01,ITC.NS,8.42238712310791,158046620
1999-01-01,M&M.NS,13.144210815429688,101200
1999-01-01,ONGC.NS,6.354040145874023,40500
1999-01-01,RELIANCE.NS,6.152116775512695,92105588
1999-01-01,SBIN.NS,10.036511421203612,44887985
1999-01-01,SUNPHARMA.NS,1.7184854745864868,477670
1999-01-01,TATACONSUM.NS,20.913862228393555,23574000
1999-01-01,TATASTEEL.NS,3.164703845977783,102460586
1999-01-01,TITAN.NS,3.9339241981506343,1120000
1999-01-01,WIPRO.NS,5.263250827789307,223733
1999-01-04,AXISBANK.NS,2.258401393890381,50000
1999-01-04,BPCL.NS,3.073873996734619,406416
1999-01-04,BRITANNIA.NS,40.89036178588867,81000
1999-01-04,CIPLA.NS,19.86713409423828,361875
1999-01-04,DRREDDY.NS,21.751480102539062,7394000
1999-01-04,EICHERMOT.NS,0.7245978116989136,29000
1999-01-04,HDFCBANK.NS,2.1937568187713623,1566000
1999-01-04,HINDALCO.NS,33.55824661254883,647945
1999-01-04,HINDUNILVR.NS,90.82349395751952,461000
1999-01-04,INFY.NS,7.103133678436279,4163840
1999-01-04,ITC.NS,8.621212005615234,178216619
1999-01-04,M&M.NS,13.29466152191162,172000
1999-01-04,ONGC.NS,6.306972026824951,67500
1999-01-04,RELIANCE.NS,6.217564582824707,126563432
1999-01-04,SBIN.NS,10.105515480041504,40292040
1999-01-04,SUNPHARMA.NS,1.737058401107788,748781
1999-01-04,TATACONSUM.NS,20.91974830627441,13442500
1999-01-04,TATASTEEL.NS,3.0804812908172607,51251221
1999-01-04,TITAN.NS,4.249984264373779,1318000
1999-01-04,WIPRO.NS,5.584195137023926,644266
1999-01-05,AXISBANK.NS,2.11932110786438,44000
1999-01-05,BPCL.NS,2.9644646644592285,1430928
1999-01-05,BRITANNIA.NS,40.82490158081055,120000
1999-01-05,CIPLA.NS,20.856077194213867,1218750
1999-01-05,DRREDDY.NS,22.06765556335449,6682000
1999-01-05,EICHERMOT.NS,0.7012237906455994,118000
1999-01-05,HDFCBANK.NS,2.223536491394043,2500000
1999-01-05,HINDALCO.NS,33.506988525390625,397109
1999-01-05,HINDUNILVR.NS,90.96005249023438,748500
1999-01-05,INFY.NS,7.23652458190918,6856960
1999-01-05,ITC.NS,8.648826599121094,138227118
1999-01-05,M&M.NS,13.06503200531006,532800
1999-01-05,ONGC.NS,6.189305305480957,180000
1999-01-05,RELIANCE.NS,6.192391395568848,86519930
1999-01-05,SBIN.NS,10.108651161193848,44475011
1999-01-05,SUNPHARMA.NS,1.8384244441986084,2633644
1999-01-05,TATACONSUM.NS,21.208423614501957,12361000
1999-01-05,TATASTEEL.NS,3.0945188999176025,94085842
1999-01-05,TITAN.NS,3.998929023742676,2542000
1999-01-05,WIPRO.NS,6.030998229980469,665066
1999-01-06,AXISBANK.NS,2.11932110786438,47000
1999-01-06,BPCL.NS,3.047823905944824,975840
1999-01-06,BRITANNIA.NS,40.86932373046875,130500
1999-01-06,CIPLA.NS,21.24679946899414,691875
1999-01-06,DRREDDY.NS,22.304244995117188,4066000
1999-01-06,EICHERMOT.NS,0.7392067313194275,18000
1999-01-06,HDFCBANK.NS,2.2592713832855225,1074000
1999-01-06,HINDALCO.NS,34.56409454345703,508722
1999-01-06,HINDUNILVR.NS,95.98606872558594,5767500
1999-01-06,INFY.NS,7.2317633628845215,8738048
1999-01-06,ITC.NS,8.803467750549316,195554594
1999-01-06,M&M.NS,14.015213966369627,650800
1999-01-06,ONGC.NS,6.283438682556152,148500
1999-01-06,RELIANCE.NS,6.242737770080566,99531425
1999-01-06,SBIN.NS,10.086695671081545,32279562
1999-01-06,SUNPHARMA.NS,1.9253078699111936,7061780
1999-01-06,TATACONSUM.NS,21.827001571655277,16632000
1999-01-06,TATASTEEL.NS,3.1851205825805664,103005603
1999-01-06,TITAN.NS,3.9809975624084473,1822000
1999-01-06,WIPRO.NS,6.5135579109191895,695999
1999-01-07,AXISBANK.NS,2.2186639308929443,104000
